strategy_id,strategy_bits,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,yf,z1,z2,z3,zf,status,local_loop_equations,spectral_radius,absorption_margin,max_condition_number,condition_warning,max_local_equation_residual,cost_purchase,cost_part_inspection,cost_semi_inspection,cost_final_inspection,cost_semi_assembly,cost_final_assembly,cost_semi_disassembly,cost_final_disassembly,cost_replacement_loss,expected_part_purchases,expected_part_inspections,expected_semi_inspections,expected_final_inspections,expected_semi_assemblies,expected_final_assemblies,expected_semi_disassemblies,expected_final_disassemblies,expected_replacements,expected_part_purchases_1,expected_part_purchases_2,expected_part_purchases_3,expected_part_purchases_4,expected_part_purchases_5,expected_part_purchases_6,expected_part_purchases_7,expected_part_purchases_8,expected_part_inspections_1,expected_part_inspections_2,expected_part_inspections_3,expected_part_inspections_4,expected_part_inspections_5,expected_part_inspections_6,expected_part_inspections_7,expected_part_inspections_8,expected_part_scraps_1,expected_part_scraps_2,expected_part_scraps_3,expected_part_scraps_4,expected_part_scraps_5,expected_part_scraps_6,expected_part_scraps_7,expected_part_scraps_8,expected_semi_assemblies_1,expected_semi_assemblies_2,expected_semi_assemblies_3,expected_semi_disassemblies_1,expected_semi_disassemblies_2,expected_semi_disassemblies_3,expected_semi_scraps_1,expected_semi_scraps_2,expected_semi_scraps_3,expected_final_scraps,expected_consume_part_1,expected_consume_part_2,expected_consume_part_3,expected_consume_part_4,expected_consume_part_5,expected_consume_part_6,expected_consume_part_7,expected_consume_part_8,expected_return_part_1,expected_return_part_2,expected_return_part_3,expected_return_part_4,expected_return_part_5,expected_return_part_6,expected_return_part_7,expected_return_part_8,expected_consume_semi_1,expected_consume_semi_2,expected_consume_semi_3,expected_return_semi_1,expected_return_semi_2,expected_return_semi_3,expected_total_cost,expected_profit,factory_defect_rate,one_pass_success_no_inspection
63487,1111111111101111,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,9.919170384995329e-18,71.11111111111111,13.444444444444446,14.666666666666668,0.0,26.666666666666668,8.88888888888889,2.0,1.1111111111111112,4.444444444444445,8.88888888888889,9.777777777777779,3.666666666666667,0.0,3.3333333333333335,1.1111111111111112,0.33333333333333337,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222223,1.2222222222222223,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,142.33333333333337,57.66666666666663,0.1,0.28242953648100017
47103,1111111111101101,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,9.919170384995329e-18,73.58024691358025,13.481481481481485,14.666666666666668,0.0,26.666666666666668,8.88888888888889,1.3333333333333335,1.1111111111111112,4.444444444444445,9.135802469135802,9.80246913580247,3.666666666666667,0.0,3.3333333333333335,1.1111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345678,1.2345679012345678,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2345679012345678,1.2345679012345678,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.12345679012345681,0.12345679012345681,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.11111111111111108,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,144.17283950617286,55.82716049382714,0.1,0.28242953648100017
46975,1111111011101101,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,9.919170384995329e-18,74.67764060356653,11.149519890260633,15.160493827160495,0.0,27.654320987654323,8.88888888888889,1.3333333333333335,1.1111111111111112,4.444444444444445,9.272976680384087,8.705075445816188,3.790123456790124,0.0,3.4567901234567904,1.1111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.3717421124828533,1.2345679012345678,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.3717421124828533,0.0,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.13717421124828533,0.0,1.1111111111111112,1.1111111111111112,1.2345679012345678,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.23456790123456783,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345678,1.2345679012345678,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,144.41975308641977,55.580246913580226,0.1,0.28242953648100017
55295,1111111111101011,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,3.490657544672981e-17,73.82716049382717,13.49382716049383,14.666666666666666,0.0,26.666666666666664,8.88888888888889,1.3333333333333335,1.1111111111111112,4.444444444444445,9.259259259259258,9.814814814814815,3.6666666666666665,0.0,3.333333333333333,1.1111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345676,1.2345679012345676,1.2345679012345676,1.1111111111111112,1.1111111111111112,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2222222222222223,1.2222222222222223,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.12345679012345678,0.12345679012345678,0.12345679012345678,0.11111111111111113,0.11111111111111113,1.1111111111111112,1.1111111111111107,1.1111111111111112,0.11111111111111112,0.0,0.11111111111111112,0.0,0.11111111111111081,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111107,1.1111111111111107,1.1111111111111107,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,144.4320987654321,55.5679012345679,0.1,0.28242953648100017
59391,1111111111100111,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,3.490657544672981e-17,73.82716049382717,13.49382716049383,14.666666666666666,0.0,26.666666666666664,8.88888888888889,1.3333333333333335,1.1111111111111112,4.444444444444445,9.259259259259258,9.814814814814815,3.6666666666666665,0.0,3.333333333333333,1.1111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,1.2345679012345676,1.2345679012345676,1.2345679012345676,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222223,1.2222222222222223,0.12345679012345678,0.12345679012345678,0.12345679012345678,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,1.1111111111111107,1.1111111111111112,1.1111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111081,0.0,0.0,0.0,1.1111111111111107,1.1111111111111107,1.1111111111111107,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,144.4320987654321,55.5679012345679,0.1,0.28242953648100017
65535,1111111111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,9.919170384995329e-18,71.11111111111111,13.444444444444446,14.666666666666668,6.666666666666666,26.666666666666668,8.88888888888889,2.0,1.1111111111111112,0.0,8.88888888888889,9.777777777777779,3.666666666666667,1.1111111111111112,3.3333333333333335,1.1111111111111112,0.33333333333333337,0.11111111111111112,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222223,1.2222222222222223,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,144.55555555555554,55.44444444444446,0.0,0.28242953648100017
55263,1111101111101011,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,9.919170384995329e-18,75.19890260631001,11.299039780521262,15.160493827160494,0.0,27.65432098765432,8.88888888888889,1.3333333333333335,1.1111111111111112,4.444444444444445,9.533607681755829,8.85459533607682,3.7901234567901234,0.0,3.45679012345679,1.1111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.371742112482853,1.371742112482853,1.2345679012345676,1.1111111111111112,1.1111111111111112,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.3717421124828533,1.3717421124828533,0.0,1.2222222222222223,1.2222222222222223,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.13717421124828533,0.13717421124828533,0.0,0.11111111111111113,0.11111111111111113,1.1111111111111112,1.2345679012345676,1.1111111111111112,0.11111111111111112,0.0,0.11111111111111112,0.0,0.23456790123456764,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345676,1.2345679012345676,1.2345679012345676,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,145.0905349794239,54.90946502057611,0.1,0.28242953648100017
59387,1101111111100111,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,9.919170384995329e-18,75.19890260631001,11.299039780521262,15.160493827160494,0.0,27.65432098765432,8.88888888888889,1.3333333333333335,1.1111111111111112,4.444444444444445,9.533607681755829,8.85459533607682,3.7901234567901234,0.0,3.45679012345679,1.1111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,1.371742112482853,1.371742112482853,1.2345679012345676,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.3717421124828533,1.3717421124828533,0.0,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2222222222222223,1.2222222222222223,0.13717421124828533,0.13717421124828533,0.0,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.11111111111111113,1.2345679012345676,1.1111111111111112,1.1111111111111112,0.0,0.11111111111111112,0.11111111111111112,0.23456790123456764,0.0,0.0,0.0,1.2345679012345676,1.2345679012345676,1.2345679012345676,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,145.0905349794239,54.90946502057611,0.1,0.28242953648100017
38911,1111111111101001,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,3.490657544672981e-17,76.29629629629629,13.530864197530866,14.666666666666666,0.0,26.666666666666664,8.88888888888889,0.6666666666666667,1.1111111111111112,4.444444444444445,9.50617283950617,9.839506172839506,3.6666666666666665,0.0,3.333333333333333,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345676,1.2345679012345676,1.2345679012345676,1.2345679012345678,1.2345679012345678,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2345679012345678,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.12345679012345678,0.12345679012345678,0.12345679012345678,0.12345679012345681,0.12345679012345681,1.1111111111111112,1.1111111111111107,1.1111111111111112,0.11111111111111112,0.0,0.0,0.0,0.11111111111111081,0.11111111111111108,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111107,1.1111111111111107,1.1111111111111107,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,146.27160493827162,53.72839506172838,0.1,0.28242953648100017
43007,1111111111100101,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,SUCCESS_EXACT,7.0,0.56234132519035,0.43765867480965004,22.723539981967907,False,3.490657544672981e-17,76.29629629629629,13.530864197530866,14.666666666666666,0.0,26.666666666666664,8.88888888888889,0.6666666666666667,1.1111111111111112,4.444444444444445,9.50617283950617,9.839506172839506,3.6666666666666665,0.0,3.333333333333333,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,1.2345679012345676,1.2345679012345676,1.2345679012345676,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2345679012345678,1.2222222222222225,1.2222222222222225,1.2222222222222225,1.2345679012345678,1.2345679012345678,0.12345679012345678,0.12345679012345678,0.12345679012345678,0.11111111111111113,0.11111111111111113,0.11111111111111113,0.12345679012345681,0.12345679012345681,1.1111111111111107,1.1111111111111112,1.1111111111111112,0.0,0.11111111111111112,0.0,0.11111111111111081,0.0,0.11111111111111108,0.0,1.1111111111111107,1.1111111111111107,1.1111111111111107,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.0,0.0,0.0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,146.27160493827162,53.72839506172838,0.1,0.28242953648100017
