prior,action,action_value,action_SE,net_KG,net_KG_CI_lower,net_KG_CI_upper,recommended,status,optimality_label,draws_per_scramble,scrambles,seed,confirm_seed,stop_production_policy,stop_value,EVPI,posterior_optimal_probability,posterior_mean_regret
uniform,STOP,55.31248366431049,0.03489055603763222,0.0,0.0,0.0,True,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_1,54.3124797276818,0.034890792005691035,-1.0000039366286968,-1.000024941618231,-0.9999829316391627,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_2,54.31252363011743,0.034892710443990844,-0.9999600341930588,-1.0000755136781156,-0.999844554708002,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_3,53.31243821025818,0.034873048503027505,-2.0000454540523114,-2.000145514720664,-1.9999453933839588,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_4,54.312465703095924,0.034891803518785125,-1.0000179612145699,-1.0000245532253331,-1.0000113692038066,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_5,54.31244938573502,0.034869297107969405,-1.0000342785754732,-1.0001078969957113,-0.9999606601552351,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_6,53.312445824644904,0.034900262549410234,-2.000037839665583,-2.0001217462210685,-1.9999539331100977,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_7,54.312476890381554,0.0348982751583468,-1.0000067739289342,-1.0000671580613134,-0.9999463897965551,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,part_8,53.3125696808282,0.03489756155011132,-1.9999139834822994,-2.000012809675429,-1.9998151572891698,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,semi_1,17.312456556156093,0.03491838199610878,-38.0000271081544,-38.00025639175542,-37.999797824553376,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,semi_2,17.31246518662563,0.03480834801973955,-38.00001847768486,-38.00028827735471,-37.99974867801501,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,semi_3,20.312429062687666,0.034909714246232564,-35.00005460162282,-35.000192523624854,-34.99991667962079,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
uniform,final,-50.68731342131852,0.0347230669615208,-105.99979708562904,-106.0002318591011,-105.99936231215698,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,55.3124836643105,0.09530504720943611,0.90625,0.09530504720944144
jeffreys,STOP,56.34277031291813,0.03432229596292951,0.0,0.0,0.0,True,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_1,55.34276633685179,0.034322524157489494,-1.000003976066342,-1.000024950196342,-0.9999830019363417,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_2,55.342810397849405,0.03432439070740503,-0.9999599150687253,-1.0000755185098096,-0.999844311627641,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_3,54.34272445548652,0.03430485738468913,-2.000045857431605,-2.000145491684596,-1.9999462231786136,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_4,55.342752319395096,0.034323509579261884,-1.0000179935230271,-1.0000245451454106,-1.0000114419006436,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_5,55.34273643189029,0.03430091165851756,-1.000033881027841,-1.0001075003595663,-0.9999602616961158,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_6,54.342733038486415,0.03433207642377527,-2.0000372744317136,-2.000120931874502,-1.9999536169889256,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_7,55.3427636350702,0.034329803613207886,-1.0000066778479315,-1.0000670177759492,-0.9999463379199137,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,part_8,54.342856330502144,0.03432929824421175,-1.9999139824159844,-2.000013107274298,-1.9998148575576709,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
jeffreys,semi_1,18.342744262843745,0.0343497981501571,-38.00002605007438,-38.00025513315739,-37.999796966991376,False,STOP_NO_POSITIVE_NET_VOI,myopic-KG,16,8,2024,12024,63487,56.34277031291813,0.07638596159466005,0.90625,0.07638596159466493
