domain,prior,mc_status,model_status,nominal_profit,posterior_mean_profit,posterior_profit_sd,mc_standard_error,posterior_profit_p05,posterior_profit_p50,posterior_profit_p95,quantile_method,posterior_optimal_probability,optimal_probability_mc_se,negative_profit_probability,posterior_mean_regret,near_optimal_explore,near_optimal_confirm,explore_draws,confirm_draws,explore_gap,explore_paired_halfwidth_95,confirm_gap,confirm_paired_halfwidth_95,strategy_bits,case
q2,uniform,SUCCESS_MC_TOL,SUCCESS_EXACT,15.360768175582997,13.937743956753708,2.9137386069513393,0.02276358286680734,9.020435094833374,14.245694637298584,18.32501173019409,common-draw reservoir n=2048,0.018310546875,0.0010474685799286613,0.0,3.1138561326078844,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0000,1
q2,uniform,SUCCESS_MC_TOL,NON_ABSORBING,,,,,,,,common-draw reservoir n=2048,,,,,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0001,1
q2,uniform,SUCCESS_MC_TOL,SUCCESS_EXACT,13.475994513031559,12.178531254687208,2.656644023985029,0.02075503143738304,7.695102643966675,12.459309577941895,16.178686809539794,common-draw reservoir n=2048,0.0,0.0,0.000244140625,4.8730688346743865,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0010,1
q2,uniform,SUCCESS_MC_TOL,NON_ABSORBING,,,,,,,,common-draw reservoir n=2048,,,,,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0011,1
q2,uniform,SUCCESS_MC_TOL,SUCCESS_EXACT,13.440329218107003,12.156854944317944,2.688574907224108,0.021004491462688343,7.503889417648316,12.45452070236206,16.294677639007567,common-draw reservoir n=2048,0.0,0.0,0.00018310546875,4.894745145043654,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0100,1
q2,uniform,SUCCESS_MC_TOL,NON_ABSORBING,,,,,,,,common-draw reservoir n=2048,,,,,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0101,1
q2,uniform,SUCCESS_MC_TOL,SUCCESS_EXACT,11.144032921810705,9.936411313720617,2.51512688100606,0.019649428757859844,5.635146808624268,10.225834369659424,13.821020269393921,common-draw reservoir n=2048,0.0,0.0,0.00091552734375,7.115188775640982,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0110,1
q2,uniform,SUCCESS_MC_TOL,NON_ABSORBING,,,,,,,,common-draw reservoir n=2048,,,,,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,0111,1
q2,uniform,SUCCESS_MC_TOL,SUCCESS_EXACT,16.732510288065846,15.734872506714478,2.2953330555586984,0.01793228949655233,11.597660970687866,15.97307014465332,19.010270977020262,common-draw reservoir n=2048,0.0965576171875,0.0023075269641728304,0.0,1.316727582647116,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,1000,1
q2,uniform,SUCCESS_MC_TOL,NON_ABSORBING,,,,,,,,common-draw reservoir n=2048,,,,,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,1001,1
q2,uniform,SUCCESS_MC_TOL,SUCCESS_EXACT,14.436213991769556,13.51322779645633,2.11126813154567,0.016494282277700546,9.704474258422852,13.737235069274902,16.523797321319577,common-draw reservoir n=2048,0.0,0.0,0.0,3.538372292905263,False,False,16384,32768,1.2735112584922277,0.025757806118258352,1.2761757961050328,0.01231068569014499,1010,1
