domain,coverage,model_status,nominal_profit,worst_profit,inner_lower_bound,inner_upper_bound,inner_gap,worst_parameter_location,robust_status,certificate,case,strategy_bits
q2,90,SUCCESS_EXACT,17.555555555555557,12.018679102977423,12.018679102977423,12.018679102977423,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1101
q2,95,SUCCESS_EXACT,17.555555555555557,11.19209028611511,11.19209028611511,11.19209028611511,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,1,1101
q2,90,SUCCESS_EXACT,10.75,2.0234059870912304,2.0234059870912304,2.0234059870912304,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1101
q2,95,SUCCESS_EXACT,10.75,0.7322666189877509,0.7322666189877509,0.7322666189877509,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,2,1101
q2,90,SUCCESS_EXACT,14.888888888888886,9.691004872182887,9.691004872182887,9.691004872182887,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.18307901081197567, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1111
q2,95,SUCCESS_EXACT,14.888888888888886,8.915023533903977,8.915023533903977,8.915023533903977,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.19418377920641908, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,3,1111
q2,90,SUCCESS_EXACT,14.25,7.304343540746082,7.304343540746082,7.304343540746082,0.0,"{""p1"": 0.2997658618400198, ""p2"": 0.2997658618400198, ""pf"": 0.2997658618400198}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,1111
q2,95,SUCCESS_EXACT,14.25,6.2767020028678004,6.2767020028678004,6.2767020028678004,0.0,"{""p1"": 0.31245182531573273, ""p2"": 0.31245182531573273, ""pf"": 0.31245182531573273}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,4,1111
q2,90,SUCCESS_EXACT,9.583333333333336,1.4536578791792891,1.4536578791792891,1.4536578791792891,0.0,"{""p1"": 0.18307901081197567, ""p2"": 0.2997658618400198, ""pf"": 0.18307901081197567}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,5,1101
q2,95,SUCCESS_EXACT,9.583333333333336,0.2445073015837096,0.2445073015837096,0.2445073015837096,0.0,"{""p1"": 0.19418377920641908, ""p2"": 0.31245182531573273, ""pf"": 0.19418377920641908}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,5,1101
q2,90,SUCCESS_EXACT,21.328765126111676,13.457327920462276,13.457327920462276,13.457327920462276,0.0,"{""p1"": 0.11871223214172384, ""p2"": 0.11871223214172384, ""pf"": 0.11871223214172384}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,6,1000
q2,95,SUCCESS_EXACT,21.328765126111676,12.19164617066172,12.19164617066172,12.19164617066172,0.0,"{""p1"": 0.12833698620661416, ""p2"": 0.12833698620661416, ""pf"": 0.12833698620661416}",ROBUST_CERTIFIED,recursive monotone nonnegative-cost rational form,6,1000
